surah_num,ayah_num,ayah_txt,clean_txt,surah_name
2,63,وَإِذْ أَخَذْنَا مِيثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَ خُذُوا مَا آتَيْنَاكُمْ بِقُوَّةٍ وَاذْكُرُوا مَا فِيهِ لَعَلَّكُمْ تَتَّقُونَ,اخذنا ميثاقكم ورفعنا الطور خذوا اتيناكم بقوه واذكروا تتقون اخذنا ميثاق رفع طور أخذ اتيناكم بقى ذكر اتقى,البقرة
2,64,ثُمَّ تَوَلَّيْتُمْ مِنْ بَعْدِ ذَٰلِكَ ۖ فَلَوْلَا فَضْلُ اللَّهِ عَلَيْكُمْ وَرَحْمَتُهُ لَكُنْتُمْ مِنَ الْخَاسِرِينَ,توليتم  فضل الله ورحمته لكنتم الخاسرين تولى  فضل الله رحمة لكن خاسر,البقرة
2,65,وَلَقَدْ عَلِمْتُمُ الَّذِينَ اعْتَدَوْا مِنْكُمْ فِي السَّبْتِ فَقُلْنَا لَهُمْ كُونُوا قِرَدَةً خَاسِئِينَ,علمتم اعتدوا السبت فقلنا كونوا قرده خاسئين علم اعتد سبت قل كون قرد خاسئ,البقرة
2,66,فَجَعَلْنَاهَا نَكَالًا لِمَا بَيْنَ يَدَيْهَا وَمَا خَلْفَهَا وَمَوْعِظَةً لِلْمُتَّقِينَ,فجعلناها نكالا يديها وموعظه للمتقين جعل نكال يد وموعظه للمتقين,البقرة
2,67,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ إِنَّ اللَّهَ يَأْمُرُكُمْ أَنْ تَذْبَحُوا بَقَرَةً ۖ قَالُوا أَتَتَّخِذُنَا هُزُوًا ۖ قَالَ أَعُوذُ بِاللَّهِ أَنْ أَكُونَ مِنَ الْجَاهِلِينَ,قال موسي لقومه الله يامركم تذبحوا بقره  قالوا اتتخذنا هزوا  قال اعوذ بالله اكون الجاهلين قال موسي قوم الله يامركم ذبح بقر  قال اتتخذنا هز  قال اعوذ الله كوى جاهل,البقرة
2,68,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّنْ لَنَا مَا هِيَ ۚ قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ لَا فَارِضٌ وَلَا بِكْرٌ عَوَانٌ بَيْنَ ذَٰلِكَ ۖ فَافْعَلُوا مَا تُؤْمَرُونَ,قالوا ادع ربك يبين  قال يقول بقره فارض بكر عوان  فافعلوا تؤمرون قال ادعى رب أبان  قال أقول بقر فارض بكر عوان  فعل أمر,البقرة
2,69,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّنْ لَنَا مَا لَوْنُهَا ۚ قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ صَفْرَاءُ فَاقِعٌ لَوْنُهَا تَسُرُّ النَّاظِرِينَ,قالوا ادع ربك يبين لونها  قال يقول بقره صفراء فاقع لونها تسر الناظرين قال ادعى رب أبان لون  قال أقول بقر صفراء فاقع لون سرى ناظر,البقرة
2,70,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّنْ لَنَا مَا هِيَ إِنَّ الْبَقَرَ تَشَابَهَ عَلَيْنَا وَإِنَّا إِنْ شَاءَ اللَّهُ لَمُهْتَدُونَ,قالوا ادع ربك يبين البقر تشابه شاء الله لمهتدون قال ادعى رب أبان بقر تشابه شاء الله مهتدي,البقرة
2,71,قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ لَا ذَلُولٌ تُثِيرُ الْأَرْضَ وَلَا تَسْقِي الْحَرْثَ مُسَلَّمَةٌ لَا شِيَةَ فِيهَا ۚ قَالُوا الْآنَ جِئْتَ بِالْحَقِّ ۚ فَذَبَحُوهَا وَمَا كَادُوا يَفْعَلُونَ,قال يقول بقره ذلول تثير الارض تسقي الحرث مسلمه شيه  قالوا جئت بالحق  فذبحوها كادوا قال أقول بقر ذلول أثار الارض سقى حرث مسلم شي  قال جاء حق  ذبح كاد,البقرة
2,72,وَإِذْ قَتَلْتُمْ نَفْسًا فَادَّارَأْتُمْ فِيهَا ۖ وَاللَّهُ مُخْرِجٌ مَا كُنْتُمْ تَكْتُمُونَ,قتلتم نفسا فاداراتم  والله مخرج كنتم تكتمون قتل نفس فاداراتم  الله مخرج كنتم كتم,البقرة
2,73,فَقُلْنَا اضْرِبُوهُ بِبَعْضِهَا ۚ كَذَٰلِكَ يُحْيِي اللَّهُ الْمَوْتَىٰ وَيُرِيكُمْ آيَاتِهِ لَعَلَّكُمْ تَعْقِلُونَ,فقلنا اضربوه  يحيي الله الموتي ويريكم اياته تعقلون قل ضرب  أحيا الله موت ويريكم اياته عقل,البقرة
2,74,ثُمَّ قَسَتْ قُلُوبُكُمْ مِنْ بَعْدِ ذَٰلِكَ فَهِيَ كَالْحِجَارَةِ أَوْ أَشَدُّ قَسْوَةً ۚ وَإِنَّ مِنَ الْحِجَارَةِ لَمَا يَتَفَجَّرُ مِنْهُ الْأَنْهَارُ ۚ وَإِنَّ مِنْهَا لَمَا يَشَّقَّقُ فَيَخْرُجُ مِنْهُ الْمَاءُ ۚ وَإِنَّ مِنْهَا لَمَا يَهْبِطُ مِنْ خَشْيَةِ اللَّهِ ۗ وَمَا اللَّهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ,قست قلوبكم كالحجاره اشد قسوه  الحجاره يتفجر الانهار  يشقق فيخرج الماء  يهبط خشيه الله  الله بغافل تعملون قاس قلوب كالحجاره شدا قس  الحجاره تفجر انهار  شق خرج ماء  أهبط خش الله  الله غافل عمل,البقرة
2,75,أَفَتَطْمَعُونَ أَنْ يُؤْمِنُوا لَكُمْ وَقَدْ كَانَ فَرِيقٌ مِنْهُمْ يَسْمَعُونَ كَلَامَ اللَّهِ ثُمَّ يُحَرِّفُونَهُ مِنْ بَعْدِ مَا عَقَلُوهُ وَهُمْ يَعْلَمُونَ,افتطمعون يؤمنوا فريق يسمعون كلام الله يحرفونه عقلوه يعلمون افتطمعون أمن ريق سمع كلام الله حرف عقل علم,البقرة
2,76,وَإِذَا لَقُوا الَّذِينَ آمَنُوا قَالُوا آمَنَّا وَإِذَا خَلَا بَعْضُهُمْ إِلَىٰ بَعْضٍ قَالُوا أَتُحَدِّثُونَهُمْ بِمَا فَتَحَ اللَّهُ عَلَيْكُمْ لِيُحَاجُّوكُمْ بِهِ عِنْدَ رَبِّكُمْ ۚ أَفَلَا تَعْقِلُونَ,لقوا امنوا قالوا امنا قالوا اتحدثونهم فتح الله ليحاجوكم ربكم  تعقلون لق منا قال امنا قال اتحدثونهم فتح الله حاج رب  عقل,البقرة
2,77,أَوَلَا يَعْلَمُونَ أَنَّ اللَّهَ يَعْلَمُ مَا يُسِرُّونَ وَمَا يُعْلِنُونَ,يعلمون الله يعلم يسرون يعلنون علم الله علم سرى علن,البقرة
2,78,وَمِنْهُمْ أُمِّيُّونَ لَا يَعْلَمُونَ الْكِتَابَ إِلَّا أَمَانِيَّ وَإِنْ هُمْ إِلَّا يَظُنُّونَ,اميون يعلمون الكتاب اماني يظنون اميون علم كتاب اماني ظن,البقرة
2,79,فَوَيْلٌ لِلَّذِينَ يَكْتُبُونَ الْكِتَابَ بِأَيْدِيهِمْ ثُمَّ يَقُولُونَ هَٰذَا مِنْ عِنْدِ اللَّهِ لِيَشْتَرُوا بِهِ ثَمَنًا قَلِيلًا ۖ فَوَيْلٌ لَهُمْ مِمَّا كَتَبَتْ أَيْدِيهِمْ وَوَيْلٌ لَهُمْ مِمَّا يَكْسِبُونَ,فويل يكتبون الكتاب بايديهم يقولون الله ليشتروا ثمنا قليلا  فويل كتبت ايديهم وويل يكسبون ويل كتب كتاب بايديهم أقول الله شتر ثمن قليل  ويل كتب يدى ويل كسب,البقرة
2,80,وَقَالُوا لَنْ تَمَسَّنَا النَّارُ إِلَّا أَيَّامًا مَعْدُودَةً ۚ قُلْ أَتَّخَذْتُمْ عِنْدَ اللَّهِ عَهْدًا فَلَنْ يُخْلِفَ اللَّهُ عَهْدَهُ ۖ أَمْ تَقُولُونَ عَلَى اللَّهِ مَا لَا تَعْلَمُونَ,وقالوا تمسنا النار اياما معدوده  قل اتخذتم الله عهدا يخلف الله عهده  تقولون الله تعلمون قال مسى نار اياما معدود  قل اتخذ الله عهد خلف الله عهد  أقول الله علم,البقرة
2,81,بَلَىٰ مَنْ كَسَبَ سَيِّئَةً وَأَحَاطَتْ بِهِ خَطِيئَتُهُ فَأُولَٰئِكَ أَصْحَابُ النَّارِ ۖ هُمْ فِيهَا خَالِدُونَ,كسب سيئه واحاطت خطيئته اصحاب النار  خالدون سب سيئ واحاطت خطيئة اصحاب نار  خالد,البقرة
2,82,وَالَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ أُولَٰئِكَ أَصْحَابُ الْجَنَّةِ ۖ هُمْ فِيهَا خَالِدُونَ,امنوا وعملوا الصالحات اصحاب الجنه  خالدون منا عمل صالح اصحاب لجن  خالد,البقرة
2,83,وَإِذْ أَخَذْنَا مِيثَاقَ بَنِي إِسْرَائِيلَ لَا تَعْبُدُونَ إِلَّا اللَّهَ وَبِالْوَالِدَيْنِ إِحْسَانًا وَذِي الْقُرْبَىٰ وَالْيَتَامَىٰ وَالْمَسَاكِينِ وَقُولُوا لِلنَّاسِ حُسْنًا وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ ثُمَّ تَوَلَّيْتُمْ إِلَّا قَلِيلًا مِنْكُمْ وَأَنْتُمْ مُعْرِضُونَ,اخذنا ميثاق بني اسرائيل تعبدون الله وبالوالدين احسانا القربي واليتامي والمساكين وقولوا للناس حسنا واقيموا الصلاه واتوا الزكاه توليتم قليلا معرضون اخذنا ميثاق بن اسرائيل عبد الله والد احسانا قرب واليتامي مساك قال ناس حسن واقيموا الصلاه واتوا الزكاه تولى قليل معرض,البقرة
2,84,وَإِذْ أَخَذْنَا مِيثَاقَكُمْ لَا تَسْفِكُونَ دِمَاءَكُمْ وَلَا تُخْرِجُونَ أَنْفُسَكُمْ مِنْ دِيَارِكُمْ ثُمَّ أَقْرَرْتُمْ وَأَنْتُمْ تَشْهَدُونَ,اخذنا ميثاقكم تسفكون دماءكم تخرجون دياركم اقررتم تشهدون اخذنا ميثاق سفك دماء خرج ديار اقررتم شهد,البقرة
2,85,ثُمَّ أَنْتُمْ هَٰؤُلَاءِ تَقْتُلُونَ أَنْفُسَكُمْ وَتُخْرِجُونَ فَرِيقًا مِنْكُمْ مِنْ دِيَارِهِمْ تَظَاهَرُونَ عَلَيْهِمْ بِالْإِثْمِ وَالْعُدْوَانِ وَإِنْ يَأْتُوكُمْ أُسَارَىٰ تُفَادُوهُمْ وَهُوَ مُحَرَّمٌ عَلَيْكُمْ إِخْرَاجُهُمْ ۚ أَفَتُؤْمِنُونَ بِبَعْضِ الْكِتَابِ وَتَكْفُرُونَ بِبَعْضٍ ۚ فَمَا جَزَاءُ مَنْ يَفْعَلُ ذَٰلِكَ مِنْكُمْ إِلَّا خِزْيٌ فِي الْحَيَاةِ الدُّنْيَا ۖ وَيَوْمَ الْقِيَامَةِ يُرَدُّونَ إِلَىٰ أَشَدِّ الْعَذَابِ ۗ وَمَا اللَّهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ,تقتلون وتخرجون فريقا ديارهم تظاهرون بالاثم والعدوان ياتوكم اساري تفادوهم محرم اخراجهم  افتؤمنون الكتاب وتكفرون  جزاء يفعل خزي الحياه الدنيا  ويوم القيامه يردون اشد العذاب  الله بغافل تعملون قتل خرج ريق ديار ظاهر بالاثم عدو ياتوكم اساري تفادى محرم اخراجهم  افتؤمنون كتاب كفر  جزاء فعل خز لحى دنيا  يوم القيامه ردى شدا عذاب  الله غافل عمل,البقرة
2,86,أُولَٰئِكَ الَّذِينَ اشْتَرَوُا الْحَيَاةَ الدُّنْيَا بِالْآخِرَةِ ۖ فَلَا يُخَفَّفُ عَنْهُمُ الْعَذَابُ وَلَا هُمْ يُنْصَرُونَ,اشتروا الحياه الدنيا بالاخره  يخفف العذاب ينصرون شتر لحى دنيا بالاخره  أخف عذاب نصر,البقرة
2,87,وَلَقَدْ آتَيْنَا مُوسَى الْكِتَابَ وَقَفَّيْنَا مِنْ بَعْدِهِ بِالرُّسُلِ ۖ وَآتَيْنَا عِيسَى ابْنَ مَرْيَمَ الْبَيِّنَاتِ وَأَيَّدْنَاهُ بِرُوحِ الْقُدُسِ ۗ أَفَكُلَّمَا جَاءَكُمْ رَسُولٌ بِمَا لَا تَهْوَىٰ أَنْفُسُكُمُ اسْتَكْبَرْتُمْ فَفَرِيقًا كَذَّبْتُمْ وَفَرِيقًا تَقْتُلُونَ,اتينا موسي الكتاب وقفينا بالرسل  واتينا عيسي مريم البينات وايدناه بروح القدس  جاءكم رسول تهوي استكبرتم ففريقا كذبتم وفريقا تقتلون اتينا موسي كتاب وقفة رسل  وات عاس مريم بين وايدناه روح قدس  جاء رسول أهوى استكبر فريق كذب فريق قتل,البقرة
2,88,وَقَالُوا قُلُوبُنَا غُلْفٌ ۚ بَلْ لَعَنَهُمُ اللَّهُ بِكُفْرِهِمْ فَقَلِيلًا مَا يُؤْمِنُونَ,وقالوا قلوبنا غلف  الله بكفرهم فقليلا يؤمنون قال قلوب غلف  الله كفر قليل أمن,البقرة
2,89,وَلَمَّا جَاءَهُمْ كِتَابٌ مِنْ عِنْدِ اللَّهِ مُصَدِّقٌ لِمَا مَعَهُمْ وَكَانُوا مِنْ قَبْلُ يَسْتَفْتِحُونَ عَلَى الَّذِينَ كَفَرُوا فَلَمَّا جَاءَهُمْ مَا عَرَفُوا كَفَرُوا بِهِ ۚ فَلَعْنَةُ اللَّهِ عَلَى الْكَافِرِينَ,جاءهم كتاب الله مصدق وكانوا يستفتحون كفروا جاءهم عرفوا كفروا  الله الكافرين جاء كتاب الله مصدق كانو استفتح كفر جاء عرف كفر  الله كافر,البقرة
